geoid,name,B01003001,"B01003001, Error"
15000US060372098101,"BG 1, Tract 2098.10, Los Angeles, CA",1183,308
15000US060372098102,"BG 2, Tract 2098.10, Los Angeles, CA",1495,407
15000US060372098201,"BG 1, Tract 2098.20, Los Angeles, CA",1507,449
15000US060372098202,"BG 2, Tract 2098.20, Los Angeles, CA",991,244
15000US060372100101,"BG 1, Tract 2100.10, Los Angeles, CA",1430,605
15000US060372100102,"BG 2, Tract 2100.10, Los Angeles, CA",910,446
15000US060372100103,"BG 3, Tract 2100.10, Los Angeles, CA",852,277
15000US060372110001,"BG 1, Tract 2110, Los Angeles, CA",781,345
15000US060372110002,"BG 2, Tract 2110, Los Angeles, CA",471,184
15000US060372110003,"BG 3, Tract 2110, Los Angeles, CA",647,208
15000US060372110004,"BG 4, Tract 2110, Los Angeles, CA",1804,663
15000US060372110005,"BG 5, Tract 2110, Los Angeles, CA",1610,498
15000US060372111211,"BG 1, Tract 2111.21, Los Angeles, CA",1125,516
15000US060372111212,"BG 2, Tract 2111.21, Los Angeles, CA",1193,276
15000US060372111221,"BG 1, Tract 2111.22, Los Angeles, CA",717,224
15000US060372111222,"BG 2, Tract 2111.22, Los Angeles, CA",1928,407
15000US060372111231,"BG 1, Tract 2111.23, Los Angeles, CA",1816,275
15000US060372111241,"BG 1, Tract 2111.24, Los Angeles, CA",1308,455
15000US060372111242,"BG 2, Tract 2111.24, Los Angeles, CA",1395,709
15000US060372111243,"BG 3, Tract 2111.24, Los Angeles, CA",1584,725
15000US060372112011,"BG 1, Tract 2112.01, Los Angeles, CA",636,179
15000US060372112012,"BG 2, Tract 2112.01, Los Angeles, CA",2058,340
15000US060372112021,"BG 1, Tract 2112.02, Los Angeles, CA",2254,359
15000US060372113101,"BG 1, Tract 2113.10, Los Angeles, CA",1285,364
15000US060372113102,"BG 2, Tract 2113.10, Los Angeles, CA",2199,505
15000US060372113201,"BG 1, Tract 2113.20, Los Angeles, CA",791,239
15000US060372113202,"BG 2, Tract 2113.20, Los Angeles, CA",2462,481
15000US060372114101,"BG 1, Tract 2114.10, Los Angeles, CA",2368,469
15000US060372114102,"BG 2, Tract 2114.10, Los Angeles, CA",545,233
15000US060372114201,"BG 1, Tract 2114.20, Los Angeles, CA",2316,345
15000US060372114202,"BG 2, Tract 2114.20, Los Angeles, CA",1179,313
15000US060372115001,"BG 1, Tract 2115, Los Angeles, CA",897,261
15000US060372115002,"BG 2, Tract 2115, Los Angeles, CA",1889,323
15000US060372115003,"BG 3, Tract 2115, Los Angeles, CA",1071,476
15000US060372117011,"BG 1, Tract 2117.01, Los Angeles, CA",1195,306
15000US060372117012,"BG 2, Tract 2117.01, Los Angeles, CA",975,345
15000US060372117013,"BG 3, Tract 2117.01, Los Angeles, CA",611,355
15000US060372117031,"BG 1, Tract 2117.03, Los Angeles, CA",2344,463
15000US060372117032,"BG 2, Tract 2117.03, Los Angeles, CA",2220,495
15000US060372117041,"BG 1, Tract 2117.04, Los Angeles, CA",1044,288
15000US060372117042,"BG 2, Tract 2117.04, Los Angeles, CA",1624,311
15000US060372118021,"BG 1, Tract 2118.02, Los Angeles, CA",2056,637
15000US060372118022,"BG 2, Tract 2118.02, Los Angeles, CA",1629,333
15000US060372118023,"BG 3, Tract 2118.02, Los Angeles, CA",763,429
15000US060372118031,"BG 1, Tract 2118.03, Los Angeles, CA",1427,360
15000US060372118032,"BG 2, Tract 2118.03, Los Angeles, CA",2208,564
15000US060372118041,"BG 1, Tract 2118.04, Los Angeles, CA",768,338
15000US060372118042,"BG 2, Tract 2118.04, Los Angeles, CA",2426,556
15000US060372119101,"BG 1, Tract 2119.10, Los Angeles, CA",1114,403
15000US060372119102,"BG 2, Tract 2119.10, Los Angeles, CA",1508,394
15000US060372119103,"BG 3, Tract 2119.10, Los Angeles, CA",1329,363
15000US060372119211,"BG 1, Tract 2119.21, Los Angeles, CA",2001,287
15000US060372119221,"BG 1, Tract 2119.22, Los Angeles, CA",1273,372
15000US060372119222,"BG 2, Tract 2119.22, Los Angeles, CA",2080,866
15000US060372121011,"BG 1, Tract 2121.01, Los Angeles, CA",1146,219
15000US060372121012,"BG 2, Tract 2121.01, Los Angeles, CA",1595,294
15000US060372121021,"BG 1, Tract 2121.02, Los Angeles, CA",689,179
15000US060372121022,"BG 2, Tract 2121.02, Los Angeles, CA",2266,553
15000US060372122021,"BG 1, Tract 2122.02, Los Angeles, CA",2176,626
15000US060372122022,"BG 2, Tract 2122.02, Los Angeles, CA",1500,501
15000US060372122031,"BG 1, Tract 2122.03, Los Angeles, CA",1329,369
15000US060372122032,"BG 2, Tract 2122.03, Los Angeles, CA",1617,468
15000US060372122041,"BG 1, Tract 2122.04, Los Angeles, CA",1605,514
15000US060372122042,"BG 2, Tract 2122.04, Los Angeles, CA",2115,826
15000US060372123031,"BG 1, Tract 2123.03, Los Angeles, CA",1857,968
15000US060372123032,"BG 2, Tract 2123.03, Los Angeles, CA",1981,553
15000US060372123041,"BG 1, Tract 2123.04, Los Angeles, CA",1781,262
15000US060372123051,"BG 1, Tract 2123.05, Los Angeles, CA",2711,484
15000US060372123061,"BG 1, Tract 2123.06, Los Angeles, CA",1304,374
15000US060372123062,"BG 2, Tract 2123.06, Los Angeles, CA",1512,467
15000US060372124101,"BG 1, Tract 2124.10, Los Angeles, CA",1064,352
15000US060372124102,"BG 2, Tract 2124.10, Los Angeles, CA",1285,411
15000US060372124103,"BG 3, Tract 2124.10, Los Angeles, CA",1877,1041
15000US060372124201,"BG 1, Tract 2124.20, Los Angeles, CA",1650,329
15000US060372124202,"BG 2, Tract 2124.20, Los Angeles, CA",1011,249
15000US060372125011,"BG 1, Tract 2125.01, Los Angeles, CA",1890,340
15000US060372125021,"BG 1, Tract 2125.02, Los Angeles, CA",1748,312
15000US060372125022,"BG 2, Tract 2125.02, Los Angeles, CA",1534,431
15000US060372126101,"BG 1, Tract 2126.10, Los Angeles, CA",2104,387
15000US060372126102,"BG 2, Tract 2126.10, Los Angeles, CA",2107,431
15000US060372126201,"BG 1, Tract 2126.20, Los Angeles, CA",1691,360
15000US060372126202,"BG 2, Tract 2126.20, Los Angeles, CA",2127,448
15000US060372127011,"BG 1, Tract 2127.01, Los Angeles, CA",2317,289
15000US060372127021,"BG 1, Tract 2127.02, Los Angeles, CA",1707,489
15000US060372127022,"BG 2, Tract 2127.02, Los Angeles, CA",1099,254
15000US060372127023,"BG 3, Tract 2127.02, Los Angeles, CA",583,241
15000US060372128001,"BG 1, Tract 2128, Los Angeles, CA",1670,473
15000US060372128002,"BG 2, Tract 2128, Los Angeles, CA",1045,395
15000US060372128003,"BG 3, Tract 2128, Los Angeles, CA",671,247
15000US060372129001,"BG 1, Tract 2129, Los Angeles, CA",1256,456
15000US060372129002,"BG 2, Tract 2129, Los Angeles, CA",2428,571
15000US060372131001,"BG 1, Tract 2131, Los Angeles, CA",1790,300
15000US060372131002,"BG 2, Tract 2131, Los Angeles, CA",1000,258
15000US060372132011,"BG 1, Tract 2132.01, Los Angeles, CA",1425,459
15000US060372132012,"BG 2, Tract 2132.01, Los Angeles, CA",1434,396
15000US060372132013,"BG 3, Tract 2132.01, Los Angeles, CA",1220,297
15000US060372132021,"BG 1, Tract 2132.02, Los Angeles, CA",1479,481
15000US060372132022,"BG 2, Tract 2132.02, Los Angeles, CA",2196,427
15000US060372133101,"BG 1, Tract 2133.10, Los Angeles, CA",1462,338
15000US060372133102,"BG 2, Tract 2133.10, Los Angeles, CA",1057,459
15000US060372133201,"BG 1, Tract 2133.20, Los Angeles, CA",1409,655
15000US060372133202,"BG 2, Tract 2133.20, Los Angeles, CA",1062,308
15000US060372134011,"BG 1, Tract 2134.01, Los Angeles, CA",1864,422
15000US060372134012,"BG 2, Tract 2134.01, Los Angeles, CA",1397,589
15000US060372134013,"BG 3, Tract 2134.01, Los Angeles, CA",1312,369
15000US060372134021,"BG 1, Tract 2134.02, Los Angeles, CA",2277,749
15000US060372134022,"BG 2, Tract 2134.02, Los Angeles, CA",804,221
15000US060372134023,"BG 3, Tract 2134.02, Los Angeles, CA",1396,350
15000US060372140001,"BG 1, Tract 2140, Los Angeles, CA",1007,454
15000US060372140002,"BG 2, Tract 2140, Los Angeles, CA",577,191
15000US060372140003,"BG 3, Tract 2140, Los Angeles, CA",1272,525
15000US060372140004,"BG 4, Tract 2140, Los Angeles, CA",1094,409
15000US060372141001,"BG 1, Tract 2141, Los Angeles, CA",1030,224
15000US060372141002,"BG 2, Tract 2141, Los Angeles, CA",1014,335
15000US060372141003,"BG 3, Tract 2141, Los Angeles, CA",517,234
15000US060372141004,"BG 4, Tract 2141, Los Angeles, CA",1226,279
15000US060372144001,"BG 1, Tract 2144, Los Angeles, CA",1159,258
15000US060372144002,"BG 2, Tract 2144, Los Angeles, CA",1048,229
15000US060372144003,"BG 3, Tract 2144, Los Angeles, CA",801,248
15000US060372145011,"BG 1, Tract 2145.01, Los Angeles, CA",375,205
15000US060372145012,"BG 2, Tract 2145.01, Los Angeles, CA",1567,355
15000US060372145013,"BG 3, Tract 2145.01, Los Angeles, CA",1535,888
15000US060372145031,"BG 1, Tract 2145.03, Los Angeles, CA",1170,293
15000US060372145032,"BG 2, Tract 2145.03, Los Angeles, CA",1842,418
15000US060372145033,"BG 3, Tract 2145.03, Los Angeles, CA",501,207
15000US060372145041,"BG 1, Tract 2145.04, Los Angeles, CA",1578,421
15000US060372145042,"BG 2, Tract 2145.04, Los Angeles, CA",2031,465
15000US060372145051,"BG 1, Tract 2145.05, Los Angeles, CA",1581,209
15000US060372146001,"BG 1, Tract 2146, Los Angeles, CA",741,224
15000US060372146002,"BG 2, Tract 2146, Los Angeles, CA",615,238
15000US060372146003,"BG 3, Tract 2146, Los Angeles, CA",910,259
15000US060372147001,"BG 1, Tract 2147, Los Angeles, CA",890,245
15000US060372147002,"BG 2, Tract 2147, Los Angeles, CA",1048,439
15000US060372147003,"BG 3, Tract 2147, Los Angeles, CA",579,174
15000US060372148001,"BG 1, Tract 2148, Los Angeles, CA",1713,429
15000US060372148002,"BG 2, Tract 2148, Los Angeles, CA",463,201
15000US060372148003,"BG 3, Tract 2148, Los Angeles, CA",704,215
15000US060372149021,"BG 1, Tract 2149.02, Los Angeles, CA",795,257
15000US060372149022,"BG 2, Tract 2149.02, Los Angeles, CA",1774,424
15000US060372149031,"BG 1, Tract 2149.03, Los Angeles, CA",654,193
15000US060372149032,"BG 2, Tract 2149.03, Los Angeles, CA",914,318
15000US060372149041,"BG 1, Tract 2149.04, Los Angeles, CA",1050,253
15000US060372149042,"BG 2, Tract 2149.04, Los Angeles, CA",409,117
15000US060372151011,"BG 1, Tract 2151.01, Los Angeles, CA",1941,220
15000US060372151012,"BG 2, Tract 2151.01, Los Angeles, CA",1083,334
15000US060372151021,"BG 1, Tract 2151.02, Los Angeles, CA",1464,328
15000US060372151022,"BG 2, Tract 2151.02, Los Angeles, CA",499,218
15000US060372151023,"BG 3, Tract 2151.02, Los Angeles, CA",1359,407
15000US060372161001,"BG 1, Tract 2161, Los Angeles, CA",734,332
15000US060372161002,"BG 2, Tract 2161, Los Angeles, CA",1015,254
15000US060372161003,"BG 3, Tract 2161, Los Angeles, CA",644,269
15000US060372162011,"BG 1, Tract 2162.01, Los Angeles, CA",1281,375
15000US060372162012,"BG 2, Tract 2162.01, Los Angeles, CA",1310,282
15000US060372162021,"BG 1, Tract 2162.02, Los Angeles, CA",1128,277
15000US060372162022,"BG 2, Tract 2162.02, Los Angeles, CA",1397,299
15000US060372163011,"BG 1, Tract 2163.01, Los Angeles, CA",1414,447
15000US060372163021,"BG 1, Tract 2163.02, Los Angeles, CA",1617,397
15000US060372163022,"BG 2, Tract 2163.02, Los Angeles, CA",1541,410
15000US060372164011,"BG 1, Tract 2164.01, Los Angeles, CA",1654,474
15000US060372164012,"BG 2, Tract 2164.01, Los Angeles, CA",769,307
15000US060372164013,"BG 3, Tract 2164.01, Los Angeles, CA",1237,483
15000US060372164021,"BG 1, Tract 2164.02, Los Angeles, CA",1409,340
15000US060372164022,"BG 2, Tract 2164.02, Los Angeles, CA",1254,497
15000US060372167001,"BG 1, Tract 2167, Los Angeles, CA",1456,373
15000US060372167002,"BG 2, Tract 2167, Los Angeles, CA",980,248
15000US060372167003,"BG 3, Tract 2167, Los Angeles, CA",1005,433
15000US060372168001,"BG 1, Tract 2168, Los Angeles, CA",853,233
15000US060372168002,"BG 2, Tract 2168, Los Angeles, CA",1149,279
15000US060372168003,"BG 3, Tract 2168, Los Angeles, CA",645,189
15000US060372168004,"BG 4, Tract 2168, Los Angeles, CA",686,243
15000US060372169011,"BG 1, Tract 2169.01, Los Angeles, CA",928,294
15000US060372169012,"BG 2, Tract 2169.01, Los Angeles, CA",761,271
15000US060372169013,"BG 3, Tract 2169.01, Los Angeles, CA",1110,301
15000US060372169021,"BG 1, Tract 2169.02, Los Angeles, CA",578,184
15000US060372169022,"BG 2, Tract 2169.02, Los Angeles, CA",1623,658
15000US060372170011,"BG 1, Tract 2170.01, Los Angeles, CA",1102,333
15000US060372170012,"BG 2, Tract 2170.01, Los Angeles, CA",1029,341
15000US060372170013,"BG 3, Tract 2170.01, Los Angeles, CA",646,289
15000US060372170021,"BG 1, Tract 2170.02, Los Angeles, CA",1754,423
15000US060372170022,"BG 2, Tract 2170.02, Los Angeles, CA",1834,763
15000US060372170023,"BG 3, Tract 2170.02, Los Angeles, CA",1364,479
15000US060372171011,"BG 1, Tract 2171.01, Los Angeles, CA",724,185
15000US060372171012,"BG 2, Tract 2171.01, Los Angeles, CA",1950,1342
15000US060372171021,"BG 1, Tract 2171.02, Los Angeles, CA",1338,410
15000US060372171022,"BG 2, Tract 2171.02, Los Angeles, CA",420,163
15000US060372171023,"BG 3, Tract 2171.02, Los Angeles, CA",1015,272
15000US060372172001,"BG 1, Tract 2172, Los Angeles, CA",711,232
15000US060372172002,"BG 2, Tract 2172, Los Angeles, CA",680,301
15000US060372172003,"BG 3, Tract 2172, Los Angeles, CA",773,260
15000US060372172004,"BG 4, Tract 2172, Los Angeles, CA",1812,571
15000US060372181101,"BG 1, Tract 2181.10, Los Angeles, CA",2214,682
15000US060372181102,"BG 2, Tract 2181.10, Los Angeles, CA",953,376
15000US060372181201,"BG 1, Tract 2181.20, Los Angeles, CA",2326,482
15000US060372181202,"BG 2, Tract 2181.20, Los Angeles, CA",799,352
15000US060372181203,"BG 3, Tract 2181.20, Los Angeles, CA",446,168
15000US060372182101,"BG 1, Tract 2182.10, Los Angeles, CA",1305,631
15000US060372182102,"BG 2, Tract 2182.10, Los Angeles, CA",1361,347
15000US060372182103,"BG 3, Tract 2182.10, Los Angeles, CA",1458,522
15000US060372182201,"BG 1, Tract 2182.20, Los Angeles, CA",1177,416
15000US060372182202,"BG 2, Tract 2182.20, Los Angeles, CA",2331,507
15000US060372182203,"BG 3, Tract 2182.20, Los Angeles, CA",534,290
15000US060372183001,"BG 1, Tract 2183, Los Angeles, CA",1324,474
15000US060372183002,"BG 2, Tract 2183, Los Angeles, CA",536,270
15000US060372183003,"BG 3, Tract 2183, Los Angeles, CA",539,277
15000US060372183004,"BG 4, Tract 2183, Los Angeles, CA",1091,362
15000US060372183005,"BG 5, Tract 2183, Los Angeles, CA",1321,776
15000US060372184001,"BG 1, Tract 2184, Los Angeles, CA",1377,378
15000US060372184002,"BG 2, Tract 2184, Los Angeles, CA",807,265
15000US060372184003,"BG 3, Tract 2184, Los Angeles, CA",1094,724
15000US060372184004,"BG 4, Tract 2184, Los Angeles, CA",718,272
15000US060372185001,"BG 1, Tract 2185, Los Angeles, CA",1257,345
15000US060372185002,"BG 2, Tract 2185, Los Angeles, CA",1482,279
15000US060372186001,"BG 1, Tract 2186, Los Angeles, CA",1027,253
15000US060372186002,"BG 2, Tract 2186, Los Angeles, CA",866,341
15000US060372186003,"BG 3, Tract 2186, Los Angeles, CA",1236,338
15000US060372187011,"BG 1, Tract 2187.01, Los Angeles, CA",785,222
15000US060372187012,"BG 2, Tract 2187.01, Los Angeles, CA",1095,338
15000US060372187021,"BG 1, Tract 2187.02, Los Angeles, CA",1519,473
15000US060372187022,"BG 2, Tract 2187.02, Los Angeles, CA",1186,305
15000US060372188001,"BG 1, Tract 2188, Los Angeles, CA",1715,359
15000US060372188002,"BG 2, Tract 2188, Los Angeles, CA",1017,297
15000US060372189001,"BG 1, Tract 2189, Los Angeles, CA",1146,361
15000US060372189002,"BG 2, Tract 2189, Los Angeles, CA",1325,447
15000US060372189003,"BG 3, Tract 2189, Los Angeles, CA",2973,953
15000US060372190101,"BG 1, Tract 2190.10, Los Angeles, CA",1790,544
15000US060372190102,"BG 2, Tract 2190.10, Los Angeles, CA",1424,395
15000US060372190201,"BG 1, Tract 2190.20, Los Angeles, CA",1633,633
15000US060372190202,"BG 2, Tract 2190.20, Los Angeles, CA",1410,448
15000US060372190203,"BG 3, Tract 2190.20, Los Angeles, CA",1283,494
15000US060372193001,"BG 1, Tract 2193, Los Angeles, CA",1127,641
15000US060372193002,"BG 2, Tract 2193, Los Angeles, CA",959,297
15000US060372193003,"BG 3, Tract 2193, Los Angeles, CA",1686,443
15000US060372195001,"BG 1, Tract 2195, Los Angeles, CA",919,199
15000US060372195002,"BG 2, Tract 2195, Los Angeles, CA",1046,234
15000US060372197001,"BG 1, Tract 2197, Los Angeles, CA",1581,421
15000US060372197002,"BG 2, Tract 2197, Los Angeles, CA",697,277
15000US060372197003,"BG 3, Tract 2197, Los Angeles, CA",1920,843
15000US060372198001,"BG 1, Tract 2198, Los Angeles, CA",693,292
15000US060372198002,"BG 2, Tract 2198, Los Angeles, CA",1316,344
15000US060372198003,"BG 3, Tract 2198, Los Angeles, CA",1024,319
15000US060372199011,"BG 1, Tract 2199.01, Los Angeles, CA",1117,428
15000US060372199012,"BG 2, Tract 2199.01, Los Angeles, CA",2796,1041
15000US060372199013,"BG 3, Tract 2199.01, Los Angeles, CA",1293,526
15000US060372199021,"BG 1, Tract 2199.02, Los Angeles, CA",1684,582
15000US060372199022,"BG 2, Tract 2199.02, Los Angeles, CA",1047,324
15000US060372199023,"BG 3, Tract 2199.02, Los Angeles, CA",778,279
15000US060372200001,"BG 1, Tract 2200, Los Angeles, CA",965,364
15000US060372200002,"BG 2, Tract 2200, Los Angeles, CA",1015,461
15000US060372200003,"BG 3, Tract 2200, Los Angeles, CA",944,367
15000US060372200004,"BG 4, Tract 2200, Los Angeles, CA",653,740
15000US060372200005,"BG 5, Tract 2200, Los Angeles, CA",928,375
15000US060372201001,"BG 1, Tract 2201, Los Angeles, CA",960,258
15000US060372201002,"BG 2, Tract 2201, Los Angeles, CA",615,193
15000US060372201003,"BG 3, Tract 2201, Los Angeles, CA",888,364
15000US060372211101,"BG 1, Tract 2211.10, Los Angeles, CA",643,247
15000US060372211102,"BG 2, Tract 2211.10, Los Angeles, CA",2394,581
15000US060372211201,"BG 1, Tract 2211.20, Los Angeles, CA",1591,407
15000US060372211202,"BG 2, Tract 2211.20, Los Angeles, CA",1355,351
15000US060372212101,"BG 1, Tract 2212.10, Los Angeles, CA",787,295
15000US060372212102,"BG 2, Tract 2212.10, Los Angeles, CA",2158,590
15000US060372212201,"BG 1, Tract 2212.20, Los Angeles, CA",971,259
15000US060372212202,"BG 2, Tract 2212.20, Los Angeles, CA",1781,355
15000US060372213021,"BG 1, Tract 2213.02, Los Angeles, CA",1602,425
15000US060372213022,"BG 2, Tract 2213.02, Los Angeles, CA",1657,515
15000US060372213031,"BG 1, Tract 2213.03, Los Angeles, CA",1725,516
15000US060372213032,"BG 2, Tract 2213.03, Los Angeles, CA",806,278
15000US060372213041,"BG 1, Tract 2213.04, Los Angeles, CA",2267,681
15000US060372213042,"BG 2, Tract 2213.04, Los Angeles, CA",1440,484
15000US060372214011,"BG 1, Tract 2214.01, Los Angeles, CA",775,292
15000US060372214012,"BG 2, Tract 2214.01, Los Angeles, CA",2190,498
15000US060372214021,"BG 1, Tract 2214.02, Los Angeles, CA",1768,331
15000US060372214022,"BG 2, Tract 2214.02, Los Angeles, CA",1197,448
15000US060372215001,"BG 1, Tract 2215, Los Angeles, CA",1533,321
15000US060372215002,"BG 2, Tract 2215, Los Angeles, CA",1994,649
15000US060372216011,"BG 1, Tract 2216.01, Los Angeles, CA",2056,432
15000US060372216012,"BG 2, Tract 2216.01, Los Angeles, CA",1208,369
15000US060372216021,"BG 1, Tract 2216.02, Los Angeles, CA",756,241
15000US060372216022,"BG 2, Tract 2216.02, Los Angeles, CA",1467,354
15000US060372217101,"BG 1, Tract 2217.10, Los Angeles, CA",1643,355
15000US060372217102,"BG 2, Tract 2217.10, Los Angeles, CA",1015,310
15000US060372218101,"BG 1, Tract 2218.10, Los Angeles, CA",1089,279
15000US060372218102,"BG 2, Tract 2218.10, Los Angeles, CA",1344,309
15000US060372218201,"BG 1, Tract 2218.20, Los Angeles, CA",678,264
15000US060372218202,"BG 2, Tract 2218.20, Los Angeles, CA",1851,366
15000US060372219001,"BG 1, Tract 2219, Los Angeles, CA",3514,400
15000US060372219002,"BG 2, Tract 2219, Los Angeles, CA",1058,455
15000US060372220011,"BG 1, Tract 2220.01, Los Angeles, CA",1769,402
15000US060372220012,"BG 2, Tract 2220.01, Los Angeles, CA",1068,340
15000US060372220021,"BG 1, Tract 2220.02, Los Angeles, CA",1291,436
15000US060372220022,"BG 2, Tract 2220.02, Los Angeles, CA",1069,496
15000US060372220023,"BG 3, Tract 2220.02, Los Angeles, CA",955,539
15000US060372220024,"BG 4, Tract 2220.02, Los Angeles, CA",1404,449
15000US060372221001,"BG 1, Tract 2221, Los Angeles, CA",1778,601
15000US060372221002,"BG 2, Tract 2221, Los Angeles, CA",1638,680
15000US060372221003,"BG 3, Tract 2221, Los Angeles, CA",670,367
15000US060372222001,"BG 1, Tract 2222, Los Angeles, CA",1997,537
15000US060372222002,"BG 2, Tract 2222, Los Angeles, CA",1645,455
15000US060372225001,"BG 1, Tract 2225, Los Angeles, CA",678,325
15000US060372225002,"BG 2, Tract 2225, Los Angeles, CA",1970,655
15000US060372225003,"BG 3, Tract 2225, Los Angeles, CA",1546,474
15000US060372226001,"BG 1, Tract 2226, Los Angeles, CA",1159,411
15000US060372226002,"BG 2, Tract 2226, Los Angeles, CA",2694,650
15000US060372226003,"BG 3, Tract 2226, Los Angeles, CA",1415,598
15000US060372227001,"BG 1, Tract 2227, Los Angeles, CA",4316,201
15000US060372240101,"BG 1, Tract 2240.10, Los Angeles, CA",1513,306
15000US060372240102,"BG 2, Tract 2240.10, Los Angeles, CA",1461,437
15000US060372240201,"BG 1, Tract 2240.20, Los Angeles, CA",1042,238
15000US060372240202,"BG 2, Tract 2240.20, Los Angeles, CA",1774,607
15000US060372242001,"BG 1, Tract 2242, Los Angeles, CA",1199,319
15000US060372242002,"BG 2, Tract 2242, Los Angeles, CA",975,428
15000US060372243101,"BG 1, Tract 2243.10, Los Angeles, CA",887,220
15000US060372243102,"BG 2, Tract 2243.10, Los Angeles, CA",892,244
15000US060372243201,"BG 1, Tract 2243.20, Los Angeles, CA",2134,447
15000US060372243202,"BG 2, Tract 2243.20, Los Angeles, CA",1459,644
15000US060372244101,"BG 1, Tract 2244.10, Los Angeles, CA",1668,482
15000US060372244102,"BG 2, Tract 2244.10, Los Angeles, CA",1115,402
15000US060372244201,"BG 1, Tract 2244.20, Los Angeles, CA",974,302
15000US060372244202,"BG 2, Tract 2244.20, Los Angeles, CA",1194,283
15000US060372246001,"BG 1, Tract 2246, Los Angeles, CA",1959,357
15000US060372246002,"BG 2, Tract 2246, Los Angeles, CA",1119,307
15000US060372247011,"BG 1, Tract 2247.01, Los Angeles, CA",2463,122
15000US060372247021,"BG 1, Tract 2247.02, Los Angeles, CA",2508,348
15000US060372260011,"BG 1, Tract 2260.01, Los Angeles, CA",2027,384
15000US060372260021,"BG 1, Tract 2260.02, Los Angeles, CA",1227,179
15000US060372260022,"BG 2, Tract 2260.02, Los Angeles, CA",646,382
15000US060372264101,"BG 1, Tract 2264.10, Los Angeles, CA",1859,454
15000US060372264102,"BG 2, Tract 2264.10, Los Angeles, CA",1702,393
15000US060372264201,"BG 1, Tract 2264.20, Los Angeles, CA",1308,533
15000US060372264202,"BG 2, Tract 2264.20, Los Angeles, CA",1980,568
15000US060372264203,"BG 3, Tract 2264.20, Los Angeles, CA",1937,666
15000US060372267011,"BG 1, Tract 2267.01, Los Angeles, CA",1841,357
15000US060372267012,"BG 2, Tract 2267.01, Los Angeles, CA",677,260
15000US060372267021,"BG 1, Tract 2267.02, Los Angeles, CA",1856,873
15000US060372267022,"BG 2, Tract 2267.02, Los Angeles, CA",2137,764
15000US060372270101,"BG 1, Tract 2270.10, Los Angeles, CA",1333,764
15000US060372270102,"BG 2, Tract 2270.10, Los Angeles, CA",1193,544
15000US060372270103,"BG 3, Tract 2270.10, Los Angeles, CA",1753,587
15000US060372270201,"BG 1, Tract 2270.20, Los Angeles, CA",2290,689
15000US060372270202,"BG 2, Tract 2270.20, Los Angeles, CA",1216,315
15000US060372281001,"BG 1, Tract 2281, Los Angeles, CA",1711,895
15000US060372281002,"BG 2, Tract 2281, Los Angeles, CA",1707,701
15000US060372281003,"BG 3, Tract 2281, Los Angeles, CA",974,561
15000US060372282101,"BG 1, Tract 2282.10, Los Angeles, CA",1429,406
15000US060372282102,"BG 2, Tract 2282.10, Los Angeles, CA",2372,572
15000US060372282201,"BG 1, Tract 2282.20, Los Angeles, CA",1418,309
15000US060372282202,"BG 2, Tract 2282.20, Los Angeles, CA",1619,583
15000US060372282203,"BG 3, Tract 2282.20, Los Angeles, CA",1433,418
15000US060372283101,"BG 1, Tract 2283.10, Los Angeles, CA",1678,520
15000US060372283102,"BG 2, Tract 2283.10, Los Angeles, CA",1430,384
15000US060372283103,"BG 3, Tract 2283.10, Los Angeles, CA",1385,576
15000US060372283201,"BG 1, Tract 2283.20, Los Angeles, CA",901,339
15000US060372283202,"BG 2, Tract 2283.20, Los Angeles, CA",2519,791
15000US060372284101,"BG 1, Tract 2284.10, Los Angeles, CA",1507,372
15000US060372284102,"BG 2, Tract 2284.10, Los Angeles, CA",1589,534
15000US060372284201,"BG 1, Tract 2284.20, Los Angeles, CA",1214,463
15000US060372284202,"BG 2, Tract 2284.20, Los Angeles, CA",1679,362
15000US060372285001,"BG 1, Tract 2285, Los Angeles, CA",2369,1284
15000US060372285002,"BG 2, Tract 2285, Los Angeles, CA",1391,406
15000US060372285003,"BG 3, Tract 2285, Los Angeles, CA",1076,423
15000US060372286001,"BG 1, Tract 2286, Los Angeles, CA",2881,863
15000US060372286002,"BG 2, Tract 2286, Los Angeles, CA",1853,624
15000US060372287101,"BG 1, Tract 2287.10, Los Angeles, CA",2932,811
15000US060372287102,"BG 2, Tract 2287.10, Los Angeles, CA",1172,394
15000US060372287201,"BG 1, Tract 2287.20, Los Angeles, CA",1087,344
15000US060372287202,"BG 2, Tract 2287.20, Los Angeles, CA",1556,458
15000US060372287203,"BG 3, Tract 2287.20, Los Angeles, CA",2266,507
15000US060372288001,"BG 1, Tract 2288, Los Angeles, CA",2255,784
15000US060372288002,"BG 2, Tract 2288, Los Angeles, CA",2202,720
15000US060372288003,"BG 3, Tract 2288, Los Angeles, CA",918,392
15000US060372289001,"BG 1, Tract 2289, Los Angeles, CA",2092,602
15000US060372289002,"BG 2, Tract 2289, Los Angeles, CA",1095,335
15000US060372291001,"BG 1, Tract 2291, Los Angeles, CA",2698,583
15000US060372291002,"BG 2, Tract 2291, Los Angeles, CA",1874,522
15000US060372292001,"BG 1, Tract 2292, Los Angeles, CA",1493,445
15000US060372292002,"BG 2, Tract 2292, Los Angeles, CA",3057,895
15000US060372293001,"BG 1, Tract 2293, Los Angeles, CA",3084,754
